message_id,channel,timestamp,date_display,text,views,has_photo,has_video,forwarded_from,is_reply,mentions_bkash,mentions_nagad,mentions_rocket,has_fraud_keyword,has_url,has_phone,has_username,has_bangla,word_count,scraped_at
88,ag4566,2026-04-16T15:18:19+00:00,15:18,"The latest regulatory blacklist of the Pakistan Financial Regulatory Authority in April 2026 is as follows:
1 12Slotspk 
12Slotspk.com
 Online Gambling / Betting PTA
2 1ee 
1ee.com
 Online Gambling / Betting PTA
3 2j 
2j.bet
 Online Gambling / Betting PTA
4 777e 
777e.com
 Online Gambling / Betting PTA
5 77ACE 77ACE Online Gambling / Betting PTA
6 77VIP 
77VIP.com
 Online Gambling / Betting PTA
7 89F 
89F.com
 Online Gambling / Betting PTA
8 89f89f 
89f.one
 Online Gambling / Betting PTA / NCCIA
9 92jeeto 
92jeeto.com
 Online Gambling / Betting PTA
10 92pkr 
92pkr.com
 Online Gambling / Betting PTA
11 92r 
92r.com
 Online Gambling / Betting PTA
12 99AB 
99AB.com
 Online Gambling / Betting PTA
13 99AB 
99ab.org
 Online Gambling / Betting PTA
14 afun 
afun.com
 Online Gambling / Betting PTA
15 B9game 
B9game.com
 Casino / Slot Game NCCIA / PTA
16 basant club 
basantclub.com
 Online Gambling / Betting PTA
17 bet939 
bet939.com
 Online Gambling / Betting PTA / NCCIA
18 bet93911 
bet93911.com
 Online Gambling / Betting PTA
19 BETRUPEES 
BETRUPEES.COM
 Online Gambling / Betting PTA
20 DraonTigerClub 
DragonTigerClub.com
 Casino Card Game NCCIA / PTA
21 Fanasy 
Fantasy.com
 Fantasy / Skill Gaming PTA
22 flyingchess 
flyingchess.com
 Casino / Card Game NCCIA / PTA
23 1xBet 
https://1xbet.com/
 International Betting Platform NCCIA / PTA
24 22Bet 
https://22bet.com/
 International Betting Platform NCCIA / PTA
25 3rr 
https://3rr.com/
 Online Gambling / Betting PTA
26 888Starz 
https://888starz.com/
 Casino / Betting NCCIA / PTA
27 89F One 
https://89f.one/
 Online Gambling / Betting PTA
28 BetWinner 
https://betwinner.com/
 Sports Betting NCCIA / PTA
29 Binarium 
https://binarium.com/
 Binary Options Trading NCCIA / PTA
30 BinaryMate 
https://binarymate.com/
 Binary Options Trading NCCIA / PTA
31 Binomo 
https://binomo.com/
 Binary Options Trading NCCIA / PTA
32 Deriv 
https://deriv.com/
 Forex / Derivatives Trading NCCIA / PTA
33 Dream 17 
https://dream17.com
 Fantasy / Betting PTA
34 IQ Cent 
https://iqcent.com/
 Binary Options Trading NCCIA / PTA
35 IQ Option 
https://iqoption.com/
 Binary / Forex Trading NCCIA / PTA
36 Joy Game 88 
https://joygame88.com
 Online Gambling / Betting PTA
37 Mega Casino World 
https://mcwcasino.live/pk/en
 Online Casino NCCIA / PTA
38 Melbet 
https://melbet.com/
 Sports Betting NCCIA / PTA
39 OctaFX 
https://octafx.com/
 Forex Trading NCCIA / PTA
40 Olymp Trade 
https://olymptrade.com/
 Binary Options Trading NCCIA / PTA
41 Parimatch 
https://parimatch.com/
 Sports Betting NCCIA / PTA
42 Pocket Option 
https://pocketoption.com/
 Binary Options Trading NCCIA / PTA
43 Quotex 
https://quotex.com/
 Binary Options Trading NCCIA / PTA
44 Rabona 
https://rabona.com/
 Online Betting NCCIA / PTA
45 Thunderpick 
https://thunderpick.com/
 Esports Betting NCCIA / PTA
46 Wolf 77 
https://wolf77.com/
 Online Gambling / Betting PTA / NCCIA
47 10Cric 
https://www.10cric.com/
 Sports Betting NCCIA / PTA
48 19 Win PKR 
https://www.19winpkr.com/
 Online Gambling / Betting PTA
49 Bet365 
https://www.bet365.com/
 International Betting Platform NCCIA / PTA
50 Betway 
https://www.betway.com/
 Sports Betting NCCIA / PTA",123,False,False,,False,False,False,False,False,True,False,False,False,455,2026-05-24T03:46:08.240224
89,ag4566,2026-04-23T13:38:27+00:00,13:38,"Channel Model: Japan Online Banking Transfer to Corporate Account
Supported Currencies: JPY / USDT
(USDT issuance is based on XE rate +8)
Single Deposit Limit: 10,000 JPY - 2,000,000 JPY
Single Payment Limit: 30,000 JPY - 2,000,000 JPY
Single Issuance Limit: None
USDT Issuance Limit: 1 million JPY
JPY Issuance Transaction Hours: 24/7
USDT Issuance Service Hours: 8 AM - 00 AM
Settlement Time: 24/7
Arrival Time: Normally 5-10 minutes; will be notified separately on holidays or other factors
Customer Service Hours: 24/7
Day-to-Day Cut-off Time: None
Maintenance Time: Daily Japan Time 2-4 AM and Sunday 7 PM to Monday 8 AM: System service will be suspended (including online banking, ATMs, etc.)
⚠️
 Important Notes 
⚠️
⭐️
 Types of Services Accepted: Legitimate BC/Licensed Forex
⭐️
 Only accepts BC and forex funds. We do not accept funds for illegal activities such as pig slaughtering, fraud, telecom fraud, arms dealing, finance, drugs, online lending, or fraudulent transactions. If non-BC funds are discovered, the merchant's balance will be immediately frozen and the channel suspended.
⭐️
 Members submitting refund requests to the bank must complete the follow-up processing within 3 days. If not processed, we will agree to refund and deduct the amount from the merchant's balance.
⭐️
 Legal / Complaints / Risk Control
Legal matters and bank freezes do not guarantee the balance. Merchants need to manage their own balances. Multiple payment orders will be issued. Merchants will be notified every 500,000 (Note: Balance is not guaranteed). Please manage your balance carefully.
⭐️
 After operation begins, 1 million of the merchant's remaining balance will be deducted for the next account card fee. In the event of a dead account, the merchant's remaining balance is not guaranteed. Please manage your remaining balance carefully.",123,False,False,,False,False,False,False,True,False,False,False,False,289,2026-05-24T03:46:08.245036
90,ag4566,2026-05-07T16:00:56+00:00,16:00,"🙁
Click below to view the rules 
🙁
🔔
 
Pakistan channel rules 
🔔
Rules for the Second Category Channels in Pakistan
🔔
 
Thailand channel rules
 
🔔
 
Bangladesh channel rules
 
🔔
 
Japan Kaka channel rules
 
🔔
 
Japan Alipay channel rules 
🔔
 India wake-up channel rules 
🔔
 
South Korea channel rules 
🔔
 
Australia channel rules
🔔
Rules of the Vietnamese Channel
🔔
Thai Channel Rules",74,False,False,,False,False,False,False,False,False,False,False,False,63,2026-05-24T03:46:08.246995
91,ag4566,2026-05-07T16:01:10+00:00,16:01,"OKEXPAY Overseas Payment Channel
 pinned «
🙁
Click below to view the rules 
🙁
 
🔔
 Pakistan channel rules   
🔔
Rules for the Second Category Channels in Pakistan  
🔔
 Thailand channel rules   
🔔
 Bangladesh channel rules   
🔔
 Japan Kaka channel rules   
🔔
 Japan Alipay channel rules   
🔔
 India wake-up channel rules…
»",,False,False,,False,False,False,False,False,False,False,False,False,51,2026-05-24T03:46:08.250392
92,ag4566,2026-05-13T15:29:09+00:00,15:29,"💳
 Payment Channel Name: Vietnam Payment
💰
 Currency Code: VND
💹
 Business Type: Type 1
✅
 Collection Success Rate: 90%
⏰
 Settlement Cycle: D0
💱
 Top-up Mode: U
💵
 Disbursement Mode: Back to U (Daily Quotation), Vietnamese Dong
⏳
 Transaction Time: 7*24H
💬
 Customer Service Time: 7*24H
⏳
 Disbursement Time: 7*24H
💸
 Minimum Disbursement Amount: 1000U
🏦
 Collection Limit:
↘️
 QR 50,000-300,000,000 VND
🏦
 Payment Limit:
↗️
 Bank/Ewallet 50,000-300,000,000 VND
⏰
 Arrival Time: Real-time
📌
 Complaint Handling: Judicial not included",46,False,False,,False,False,False,False,False,False,False,False,False,80,2026-05-24T03:46:08.251506
93,ag4566,2026-05-18T16:05:28+00:00,16:05,"Notification for the Launch of a New RAAST QR Channel in Pakistan:
Advantages of RAAST QR:
1. Lower fees compared to other methods.
2. Applicable to all banks.
3. Compatible with all mobile wallets (Easypaisa, Jazzcash).
4. Fast (no need to wait for one-time passwords).
5. No need to handle issues related to one-time passwords.
6. Supports automatic callback feature.
7. Provides sufficient payment time for customers.
Settlement time for RAAST QR code payments: Real-time (D0)
RAAST QR code payment order amount: 100-50,000
Order timeout and validity: 24 hours (after the user generates the QR code, payment must be completed within 24 hours)
Callback system: API (automated)
Integration credentials: All credentials, API, and keys 
🔑
 remain consistent
Payment method: Pakistani banks that support QR code payments (almost all banks and mobile wallets support QR code payments)",26,True,False,,False,False,False,False,False,False,False,False,False,136,2026-05-24T03:46:08.253029
94,ag4566,2026-05-20T09:17:12+00:00,09:17,"Payment Name: OKEXpay Thailand
Recharge Limit: 100 - 10,000 Thai Baht
Debit Limit: 100 - 50,000 Thai Baht
Settlement Cycle: D0
Payment Mode: PromptPay Scan Code
Issuance Mode: Back U (Real-time quotation from water merchants)
Back U Service Time: 12:00 - 22:00 (GMT+8)
Channel Service Time: 7 × 24H
Customer Service Time: 7 × 24H
Risk Control Complaint: 1:1  Freeze
Judicial: 1:1 Freeze + 40,000 THB for handling reserve fund freeze 
Note:
Product Registration: Only accepting BC and games. Official independent websites without any disputes. (One verification per product). All product URLs must be registered in advance during the connection process for review by the third party. If it is found that unregistered URLs are used for promotion resulting in account funds being frozen, we will bear all responsibilities.
[JURISPRUDENCE]
Complaint situation: 1:1 compensation for complaints or fraud reports; multiple malicious complaints will result in the closure of the channel.
Processing fees:
With receipts: such as lawyer fees, air tickets, accommodation, transportation, refund amounts.
Without receipts: for expenses like tea and water, which cannot be proven, but the merchant can send someone to go with the channel staff. 
Does it include legal services? No.
Back-end reconciliation: Supported.
Customer trading account type restrictions: Limited to regular type products only.
Customer opening account daily volume requirement: No limit. ——————————————————
Note:
Prohibit the access of pyramid schemes, quick kill, cash loans, investment and wealth management products;
The platform can conduct full monitoring. In case of any violation, all settlement and uncollected funds will be frozen;
Judicial:
Due to the serious situation of dead cards recently, all merchants must ensure that the inner group function is activated. 
If an account is frozen due to customer complaints, please promptly remind the customer to withdraw the complaint to expedite the processing. After the freeze is lifted, the funds will be returned to the merchant according to the process.
1. We are not responsible for any judicial freezes. In case of judicial action, we will first freeze the funds at a 1:1 ratio.
2. The platform does not assume responsibility for judicial freezes. If a bank card is frozen due to customer reporting, the customer is responsible for the risk control cost of the bank card, which is 30,000 Thai Baht per card.",21,False,False,,False,False,False,False,True,False,False,False,False,376,2026-05-24T03:46:08.254108
95,ag4566,2026-05-22T09:07:43+00:00,09:07,"Company name: OKEXPAY
Channel Name: Pakistan Payment
Currency code: PKR
Business type: Class II
Success rate: 70+
Settlement cycle: D0
Payment method: e-wallet, bank card
E-wallet: Easypaisa, Jazzcash
Collection limit: 100-10000 (up to 100W can be adjusted according to real demand)
Payment limit: 150-100000 (up to 100W can be adjusted according to real needs)
Transaction time: 24H
Customer service time: 24 hours
The callback method: automatic callback
Cycle requirements: Class II is not less than 3 months
Reply time: 12:00-24:00 (Beijing time)
Return U amount: from 1000U
Customer complaint risk control: If the customer cooperates to provide unfreezing information, the customer will not freeze a single transaction. If the customer cannot cooperate, the frozen funds will be frozen and paid according to the wallet account.
Business cooperation: support agent, do not accept the four-party system
Remarks: Do not accept the express market and the final market, and notify the cover plate 15 days in advance, otherwise all assets will be frozen.",16,True,False,,False,False,False,False,True,False,False,False,False,161,2026-05-24T03:46:08.256628
73,ag4566,2026-01-23T06:31:08+00:00,06:31,"🏢
 OKEXPAY｜Platform Partnership · API Payment Solutions
Direct Channels · Stable Capacity · Global Coverage
Supports local payment scenarios across multiple countries, handling high concurrency, sustained volume growth, and stable settlements.
🇵🇰
 Pakistan｜Easypaisa · JazzCash
🇧🇩
 Bangladesh｜BKash · Nagad (Corporate Accounts)
🇵🇭
 Philippines｜GCash (Business Accounts)
🇹🇭
 Thailand｜Bank Transfers · QR Code Payments
🇯🇵
 Japan｜Local Online Banking Transfers
🇺🇸
 United States｜CashApp
🇳🇵
 Nepal｜E-Wallets · Bank Cards
📊
 Compatible Platform Types
✔️
 Tier-1 BC Platforms
✔️
 Established Exchanges / Stable Volume Platforms
✔️
 Long-Term Operational Projects
💎
 Core Advantages for Platform Partnerships
✔️
 Direct Source Channels｜Sustainable Volume Scaling
✔️
 D0 Settlement Mechanism｜Efficient & Stable Reverse U
✔️
 Simple API Integration｜Fast Callbacks · High Stability
✔️
 High Success Rate · Minimal Risk Control Interference
✔️
 24/7 Technical & Customer Support
🤝
 Partnership Directions
☑️
 Platform Operators / Market Makers
☑️
 Fourth-Party Payment Providers
☑️
 Regional Agents / Deep Channel Partners
📈
 Cooperation Policies
• Competitive Industry Rates
• Tiered Discounts for High Volumes
• Dedicated channel support for long-term partnerships
💼
 We deliver not just channels, but enduring payment capabilities
Empowering platforms to launch swiftly · operate reliably · sustain long-term
🌐
 Official Website: 
https://okpay.dev/
📣
 Partnership Inquiries: 
@OkEX01
 ｜ 
@okextv
🤖
 Bidirectional Bot: 
@Okpayzftd_bot",245,True,False,,False,True,True,False,True,True,False,True,False,202,2026-05-24T03:46:10.290430
76,ag4566,2026-01-28T13:19:19+00:00,13:19,"🔥
 OKEXPAY｜Recruiting Partners for Pakistan Local Payment Gateway 
🔥
🇵🇰
 Native Channels for EasyPaisa / JazzCash
💰
 Ample Quotas · High Volume Welcome · Long-Term Stability
✅
 Core Advantages
Direct Local Connectivity to EasyPaisa / JazzCash
Ample quotas supporting sustained high volume
Stable channels with no order loss under high concurrency
Fast callbacks with clear data
7×24 operation with no downtime
D0 settlement for seamless cash flow
🎯
 Ideal for
Category I / II / III projects
BC / Gaming / Multi-service businesses
High-volume teams, high-traffic merchants, channel partners
💡
 Our Sole Focus
Delivering stable payments for worry-free volume scaling
Long-term partnerships, consistent volume growth, transparent rules
Not a sprint—let's accelerate together 
🚀
📩
 Partnership / Integration Inquiries
TG: 
@okex01
TG: 
@okextv
🤖
 Two-Way Bot: 
@okpay1668_bot",268,True,False,,False,False,False,False,False,False,False,True,False,126,2026-05-24T03:46:10.292565
77,ag4566,2026-02-16T15:31:47+00:00,15:31,"🔥
 OKEXPAY 2026 Spring Festival Business Invitation 
🔥
Dear Partners,
🎊
 𝟐𝟎𝟐𝟔 Happy Chinese New Year 
🎊
🐎
 Gallop into New Horizons · Soar with Prosperity
🐴
 Achieve Success Instantly · Triple Your Volume
💰
 Instant Volume · Instant Wealth
This New Year
is not about small gains, but explosive growth
not about minor collaborations, but deep partnerships
🚀
 Spring Festival Period · Full Operations
🔥
 Platform systems running 24/7
🔥
 Stable 24-hour settlement payouts
🔥
 Core channels available around the clock
🔥
 Real-time technical/customer support
We never close
The market never stops
Opportunities never cease
2026
Let's together:
🔥
 Scale up
🔥
 Expand
🔥
 Dominate the market
Wishing you prosperous business!
Sincerely,
The OKEXPAY Team",220,True,False,,False,False,False,False,True,False,False,False,False,116,2026-05-24T03:46:10.294109
78,ag4566,2026-03-07T15:48:50+00:00,15:48,"🟩
 OKEXPAY｜Native Local Payment Gateway
🌍
 Global Localized Payments · Direct Source Connections
Core Markets
🇵🇰
 Pakistan ｜ 
🇹🇭
 Thailand ｜ 
🇧🇩
 Bangladesh
🇵🇭
 Philippines ｜ 
🇯🇵
 Japan Japan ｜ 
🇺🇸
 United States
Featured Channels
EasyPaisa / JazzCash / GCash / bKash / Japanese Online Banking / CashApp
✔️
 Native Local Channels
✔️
 High Success Rates · Fast Callbacks
✔️
 Stable Volume Processing · Long-Term Partnerships
✔️
 24/7 Online Support
━━━━━━━━━━━━━━
📬
 Business Cooperation / Account Opening
TG: 
@okex01
TG: 
@okexpay01
TG: 
@okextv
🤖
 Bot: 
@okpay1668_bot
📢
 Official Channel
https://t.me/okpay_kk",190,True,False,,False,True,False,False,False,True,False,True,False,90,2026-05-24T03:46:10.295643
79,ag4566,2026-03-14T14:33:22+00:00,14:33,"Channel Name: Japan
Product: Gateway
Transaction Success Rate: 85%
Account Opening Fee: 0
Settlement Cycle: 24 hours
Supported Currencies: JPY, USDT
Supported Terminals: D0
Top-up Method: Gateway
Dispatch Method: API, Manual Dispatch
API Payment Processing: D0 Settlement
Merchant Daily Limit: 10 million
Single Top-up Limit: 2,000–500,000
Single Payment Limit: 10,000–500,000
Single Disbursement Limit: 10,000–1,000,000
Transaction Time: Normal orders settle in 1–5 minutes / Abnormal orders require manual processing (Subject to the channel’s own customer service response time)
Third-Party Payment Processing Time: Normal: 1–5 minutes / Abnormal orders require verification by both parties before payout (Subject to the channel’s own customer service response time)
Third-Party Collection Processing Time: 24 hours
Third-Party Payment Processing Time: 24 hours
Dispatch Time: 24 hours
Funds Arrival Time: 24 hours
Customer Service Hours: 24 hours
Complaint Handling: 1:1 compensation
Does it cover legal proceedings? No
Legal Freeze: Merchant balance frozen 1:1
Backend Reconciliation: Available
Client Account Type Restrictions: Positive BC
Channel Placement (Inner/Outer Layer): Must be inner layer; merchants will be suspended if placed in outer layer
Dedicated cards only. If a single card is deactivated or frozen before reaching 30 million in transaction volume, compensation of 750,000 JPY per card is required, plus reimbursement of the card’s remaining balance",167,False,False,,False,False,False,False,True,False,False,False,False,204,2026-05-24T03:46:10.297164
80,ag4566,2026-03-20T03:40:12+00:00,03:40,"Australia
KYC is required.
Method: PayID (Automatic p2c method)
Business type: Igaming and Forex
Traffic type: FTD+TD
Limits (in/out)
50 - 5000 AUD
Settlement:
0%
USDT, AUD
T+1
Conditions:
• 24/7
• API automatic, instant pay-ins/pay-outs
• No daily/monthly limits
• Processing under license company
• KYC required (on our side)",135,False,False,,False,False,False,False,False,False,False,False,False,51,2026-05-24T03:46:10.298615
81,ag4566,2026-03-20T03:41:20+00:00,03:41,"Japan Version Alipay 
Channel description:
1. Credit card payments: instant fund transfer
2. T+0 Settlement
3. Low complaint rate and can significantly reduce claims from low-quality clients. It also helps avoid bank-side risk management and judicial account freeze issues, providing a major advantage in the current market.
4. Minimum guarantee requirements 
5. Refund all complaints 1:1
Method: Credit Card & Debit (VISA, MC, JCB)
FTD + TD
Limits: 2 000 – 60 000 JPY
Settlement rules:
USDT, T+0 
Deposit Service Hours:
Monday to Sunday, 24 hours
📖
 Cooperation Notes:
Platform member recharge rates are updated daily. Conversion is based on Mitsubishi UFJ Bank foreign exchange rate TTB (foreign currency → JPY).
This channel is exclusive to platform clients in Japan. Clients from other regions are not permitted.",165,False,False,,False,False,False,False,True,False,False,False,False,127,2026-05-24T03:46:10.300027
82,ag4566,2026-03-26T17:55:55+00:00,17:55,"OKexpay - South Korea 
🇰🇷
Method - Kakao QR
Min-Max transaction 
• Pay-in  — 30 000 - 5 000 000 
• Pay-out — 30 000 - 5 000 000 
Conditions
Settlement period — T+0
Integration — h2h
Type — FTD, TRUSTED
Balance — KRW",162,False,False,,False,False,False,False,False,False,False,False,False,44,2026-05-24T03:46:10.301500
83,ag4566,2026-03-30T13:46:25+00:00,13:46,"Settlement Cycle: D0
Top-up Methods: Wallet QR code/Copy (wavemoney, KBZ Pay)
Disbursement Methods: Return to U, Agent Payment
Return to U Rate Basis: Water merchant, quoted before disbursement
Single Top-up Limit: 1–1,000,000 MMK
Single Agent Payment Limit: 1–1,000,000 MMK
Single Online Banking Limit: 1,000,000–10,000,000 MMK
Return to U Disbursement Limit: Minimum 1,000 U
Transaction Time: 24H
Return to U Time: 10:00–22:00 (Myanmar Time)
Agent Payment Arrival Time: Real-time
Customer Service Hours: 24H
Complaint Handling: If a complaint causes bank payment freeze, the frozen amount is frozen 1:1 with merchant balance, returned after unfreezing
Judicial/Frozen Cases: Judicial cases are not covered; if bank freezes funds, the merchant balance is frozen proportionally, returned after unblocking/unfreezing
Reconciliation Method: System backend reconciliation
Merchant Undertaking Type: BC",158,False,False,,False,False,False,False,True,False,False,False,False,122,2026-05-24T03:46:10.302741
