label,message,feat_char_count,feat_word_count,feat_sentence_count,feat_avg_word_length,feat_contains_bangla,feat_bangla_ratio,feat_contains_english,feat_is_code_mixed,feat_has_url,feat_url_count,feat_has_url_shortener,feat_has_phone,feat_phone_count,feat_urgency_word_count,feat_has_urgency,feat_scam_indicator_count,feat_has_scam_indicator,feat_action_word_count,feat_has_action,feat_exclamation_count,feat_question_count,feat_all_caps_words,feat_digit_count,feat_digit_ratio,feat_mentions_bkash,feat_mentions_nagad,feat_mentions_rocket,feat_mentions_dbbl,feat_mentions_otp,feat_mentions_pin,feat_has_spelling_error,feat_readability_score
scam,"Your account is at risk, immediate action required.",51,8,1,5.5,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
ham,"Your mobile recharge was successful, thank you.",47,7,1,5.857142857142857,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
scam,"Your loan application is approved, send <PERSON> now!",53,8,1,5.75,False,0.0,True,False,False,0,False,False,0,1,True,0,False,1,True,1,0,1,0,0.0,False,False,False,False,False,False,False,0
ham,Do not share your bank details with anyone.,43,8,1,4.5,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
scam,Account hacked! Open the app now to secure it.,46,9,2,4.222222222222222,False,0.0,True,False,False,0,False,False,0,1,True,0,False,0,False,1,0,0,0,0.0,False,False,False,False,False,False,False,0
ham,"Your OTP code expires in <DATE_TIME>, do not share",50,9,1,4.666666666666667,False,0.0,True,False,False,0,False,False,0,1,True,1,True,0,False,0,0,2,0,0.0,False,False,False,False,True,False,False,0
scam,"Loan approved, confirm by sending OTP code.",43,7,1,5.285714285714286,False,0.0,True,False,False,0,False,False,0,0,False,1,True,2,True,0,0,1,0,0.0,False,False,False,False,True,False,False,0
scam,Update your account details to avoid suspension.,48,7,1,6.0,False,0.0,True,False,False,0,False,False,0,0,False,0,False,1,True,0,0,0,0,0.0,False,False,False,False,False,False,False,0
ham,Thank you for using our service.,32,6,1,4.5,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
ham,"নতুন অফার এসেছে, আজই <PERSON>।",30,5,1,5.2,True,0.8888888888888888,True,True,False,0,False,False,0,1,True,1,True,0,False,0,0,1,0,0.0,False,False,False,False,False,False,False,0
scam,Claim your loan approved by sending <PERSON>.,45,7,1,5.571428571428571,False,0.0,True,False,False,0,False,False,0,0,False,1,True,1,True,0,0,1,0,0.0,False,False,False,False,False,False,False,0
scam,"Fraudulent transaction detected, provide OTP.",45,5,1,8.2,False,0.0,True,False,False,0,False,False,0,0,False,1,True,0,False,0,0,1,0,0.0,False,False,False,False,True,False,False,0
scam,"জরুরি! আপনার ব্যাংক একাউন্ট বন্ধ হওয়ার ঝুঁকি, <PERSON>: 3798",60,9,2,5.777777777777778,True,1.2333333333333334,True,True,False,0,False,False,0,1,True,0,False,0,False,1,0,1,4,0.06666666666666667,False,False,False,False,False,False,False,0
ham,আপনার একাউন্টে <DATE_TIME> টাকা জমা হয়েছে।,42,6,1,6.166666666666667,True,1.0416666666666667,True,True,False,0,False,False,0,0,False,0,False,0,False,0,0,1,0,0.0,False,False,False,False,False,False,False,0
ham,"Your <PERSON> is <DATE_TIME>, do not share it with anyone.",58,10,1,4.9,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,0,0,2,0,0.0,False,False,False,False,False,False,False,0
scam,Click here to reset your banking password.,42,7,1,5.142857142857143,False,0.0,True,False,False,0,False,False,0,0,False,2,True,1,True,0,0,0,0,0.0,False,False,False,False,False,False,False,0
scam,"আপনার নাম্বারে লোন পেয়েছে, ফর্ম জমা দিন দ্রুত!",46,8,1,4.875,True,1.608695652173913,False,False,False,0,False,False,0,1,True,0,False,0,False,1,0,0,0,0.0,False,False,False,False,False,False,False,0
scam,"Your account suspended, verify <PERSON> now!",44,6,1,6.5,False,0.0,True,False,False,0,False,False,0,1,True,2,True,1,True,1,0,1,0,0.0,False,False,False,False,False,False,False,0
scam,সাবধান! আপনার একাউন্ট থেকে অস্বীকৃত টাকা উত্তোলন হয়েছে। জরুরি যাচাই করুন।,73,11,3,5.7272727272727275,True,1.5384615384615385,False,False,False,0,False,False,0,1,True,0,False,0,False,1,0,0,0,0.0,False,False,False,False,False,False,False,0
ham,"আপনার OTP কোড <US_DRIVER_LICENSE>, কেউ যাতে জানতে না পারে সতর্ক থাকুন।",70,11,1,5.454545454545454,True,0.8780487804878049,True,True,False,0,False,False,0,0,False,1,True,0,False,0,0,2,0,0.0,False,False,False,False,True,False,False,0
scam,"আপনার মোবাইল ব্যাংকিং একাউন্ট বন্ধ হতে যাচ্ছে, এখনি লগইন করুন।",62,10,1,5.3,True,1.5,False,False,False,0,False,False,0,1,True,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
ham,"আপনার একাউন্ট চালু রয়েছে, সর্বশেষ ব্যালেন্স ১০,০০০ টাকা।",56,8,1,6.125,True,1.7692307692307692,False,False,False,0,False,False,0,1,True,0,False,0,False,0,0,0,5,0.08928571428571429,False,False,False,False,False,False,False,0
scam,"ডেবিট <DATE_TIME> সীমিত <PERSON>, অন্যথায় একাউন্ট ব্লক হবে।",59,8,1,6.5,True,0.8857142857142857,True,True,False,0,False,False,0,1,True,0,False,0,False,0,0,2,0,0.0,False,False,False,False,False,False,False,0
scam,আপনার অ্যাকাউন্ট ভেরিফিকেশন করতে নিচের লিঙ্কে ক্লিক করুন।,57,8,1,6.25,True,1.5806451612903225,False,False,False,0,False,False,0,0,False,0,False,1,True,0,0,0,0,0.0,False,False,False,False,False,False,False,0
scam,"ওয়ালেট রিচার্জ সফল হয়েছে, পরবর্তী লেনদেনের জন্য প্রস্তুত থাকুন।",63,9,1,6.111111111111111,True,1.5142857142857142,False,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
ham,নতুন অফার! আপনার একাউন্টে নগদ টাকা রিফান্ড করা হয়েছে,52,9,2,4.888888888888889,True,1.4827586206896552,False,False,False,0,False,False,0,0,False,1,True,0,False,1,0,0,0,0.0,False,True,False,False,False,False,False,0
scam,অবিলম্বে OTP দিন অন্যথায় অ্যাকাউন্ট থেকে টাকা উঠে যেতে পারে।,60,10,1,5.1,True,1.5161290322580645,True,True,False,0,False,False,0,0,False,1,True,0,False,0,0,1,0,0.0,False,False,False,False,True,False,False,0
ham,"আপনার ট্রান্সপোর্ট ফি জমা হয়েছে, <PERSON>।",42,6,1,6.166666666666667,True,1.173913043478261,True,True,False,0,False,False,0,0,False,0,False,0,False,0,0,1,0,0.0,False,False,False,False,False,False,False,0
scam,ব্যাংকের তরফ থেকে জরুরি বার্তা: আপনার একাউন্ট আপডেট করুন আজই।,61,10,1,5.2,True,1.4705882352941178,False,False,False,0,False,False,0,2,True,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
ham,"আপনার মোবাইল ব্যাংকিং PIN পরিবর্তন করা হয়েছে, যদি না করেন তবে রিপোর্ট করুন।",75,13,1,4.846153846153846,True,1.45,True,True,False,0,False,False,0,0,False,1,True,0,False,0,0,1,0,0.0,False,False,False,False,False,True,False,0
scam,একাউন্ট সিকিউরিটি হুমকি! নিম্নলিখিত OTP দিয়ে যাচাই সম্পন্ন করুন।,64,9,2,6.222222222222222,True,1.457142857142857,True,True,False,0,False,False,0,0,False,1,True,0,False,1,0,1,0,0.0,False,False,False,False,True,False,False,0
scam,"আপনার লোন আবেদন প্রক্রিয়াধীন, সম্পূর্ণ করতে OTP দিন।",52,8,1,5.625,True,1.3333333333333333,True,True,False,0,False,False,0,0,False,1,True,0,False,0,0,1,0,0.0,False,False,False,False,True,False,False,0
ham,আপনার ব্যালেন্স ৫০০০ টাকার নিচে এসে গেছে।,41,7,1,5.0,True,1.8888888888888888,False,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,4,0.0975609756097561,False,False,False,False,False,False,False,0
scam,"আপনার ডেবিট কার্ডের নিরাপত্তা লঙ্ঘিত হয়েছে, অবিলম্বে যাচাই করতে OTP দিন।",72,11,1,5.636363636363637,True,1.4615384615384615,True,True,False,0,False,False,0,0,False,1,True,0,False,0,0,1,0,0.0,False,False,False,False,True,False,False,0
scam,"আপনার ডেবিট কার্ড থেকে ৫০০০ টাকা কাটা হয়েছে, অবিলম্বে TRX কোড পাঠান।",68,12,1,4.75,True,1.625,True,True,False,0,False,False,0,0,False,0,False,1,True,0,0,1,4,0.058823529411764705,False,False,False,False,False,False,False,0
scam,Congratulations! You won a prize. Please send <PERSON> to claim.,64,10,3,5.5,False,0.0,True,False,False,0,False,False,0,0,False,3,True,1,True,1,0,1,0,0.0,False,False,False,False,False,False,False,0
ham,আপনার মোবাইল অ্যাপ্লিকেশন আপডেট সফল হয়েছে।,42,6,1,6.166666666666667,True,1.44,False,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
ham,"Your <PERSON> is <DATE_TIME>, keep it confidential to secure your account.",74,11,1,5.818181818181818,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,0,0,2,0,0.0,False,False,False,False,False,False,False,0
scam,Claim your cashback by entering OTP received in <DATE_TIME>.,60,9,1,5.777777777777778,False,0.0,True,False,False,0,False,False,0,0,False,3,True,0,False,0,0,2,0,0.0,False,False,False,False,True,False,False,0
scam,নিরাপত্তার জন্য আপনার ফোন থেকে আমাদের কনফার্মেশন চান।,53,8,1,5.75,True,1.5,False,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
scam,Important: Your account verification is pending. Please provide OTP.,68,9,2,6.666666666666667,False,0.0,True,False,False,0,False,False,0,0,False,1,True,0,False,0,0,1,0,0.0,False,False,False,False,True,False,False,0
scam,Your debit card transaction of 5000 taka was declined. Contact support.,71,11,2,5.545454545454546,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,4,0.056338028169014086,False,False,False,False,False,False,False,0
scam,Congratulations! Claim your reward by submitting <PERSON> within <DATE_TIME>.,77,9,2,7.666666666666667,False,0.0,True,False,False,0,False,False,0,0,False,2,True,0,False,1,0,2,0,0.0,False,False,False,False,False,False,False,0
scam,"Your recent login was from a new device. If not you, verify with <PERSON>.",74,14,2,4.357142857142857,False,0.0,True,False,False,0,False,False,0,0,False,2,True,1,True,0,0,1,0,0.0,False,False,False,False,False,False,False,0
scam,Update your payment information immediately to avoid suspension.,64,8,1,7.125,False,0.0,True,False,False,0,False,False,0,1,True,0,False,2,True,0,0,0,0,0.0,False,False,False,False,False,False,False,0
ham,Your mobile recharge of 20 taka is successful. Thank you for your payment.,74,13,2,4.769230769230769,False,0.0,True,False,False,0,False,False,0,0,False,0,False,1,True,0,0,0,2,0.02702702702702703,False,False,False,False,False,False,False,0
ham,Refund of 100 taka has been processed to your account.,54,10,1,4.5,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,3,0.05555555555555555,False,False,False,False,False,False,False,0
scam,"Warning: Suspicious activity detected, confirm via <PERSON> now.",64,8,1,7.125,False,0.0,True,False,False,0,False,False,0,1,True,0,False,1,True,0,0,1,0,0.0,False,False,False,False,False,False,False,0
scam,Your loan application was approved. Verify details using <PERSON>.,66,9,2,6.444444444444445,False,0.0,True,False,False,0,False,False,0,0,False,1,True,1,True,0,0,1,0,0.0,False,False,False,False,False,False,False,0
ham,Please ignore any unknown messages pretending to be your bank.,62,10,1,5.3,False,0.0,True,False,False,0,False,False,0,1,True,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
scam,Your online banking password expired. Reset it via the provided link.,69,11,2,5.363636363636363,False,0.0,True,False,False,0,False,False,0,0,False,1,True,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
ham,Your account balance is low. Add funds to continue service.,59,10,2,5.0,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
scam,"To secure your account, provide the <PERSON> sent to your registered phone.",75,12,1,5.333333333333333,False,0.0,True,False,False,0,False,False,0,0,False,0,False,1,True,0,0,1,0,0.0,False,False,False,False,False,False,False,0
ham,Payment of 2500 <PERSON> received. Thanks for banking with us,61,10,2,5.2,False,0.0,True,False,False,0,False,False,0,0,False,0,False,1,True,0,0,1,4,0.06557377049180328,False,False,False,False,False,False,False,0
scam,Alert: Unauthorized transaction attempt detected. Change password now.,70,8,2,7.875,False,0.0,True,False,False,0,False,False,0,1,True,1,True,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
ham,Your credit card limit has been increased. Check details in app.,64,11,2,4.909090909090909,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
scam,Verify your identity to avoid account suspension. OTP required.,63,9,2,6.111111111111111,False,0.0,True,False,False,0,False,False,0,0,False,2,True,1,True,0,0,1,0,0.0,False,False,False,False,True,False,False,0
ham,Your request to withdraw 5000 taka was successful.,50,8,1,5.375,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,4,0.08,False,False,False,False,False,False,False,0
scam,Last chance: Provide <PERSON> to claim your prize money now.,60,10,1,5.1,False,0.0,True,False,False,0,False,False,0,2,True,2,True,0,False,0,0,1,0,0.0,False,False,False,False,False,False,False,0
ham,Your scheduled payment will be processed <DATE_TIME>.,53,7,1,6.714285714285714,False,0.0,True,False,False,0,False,False,0,0,False,0,False,1,True,0,0,1,0,0.0,False,False,False,False,False,False,False,0
scam,Alert! Unauthorized login attempt detected. Confirm with <PERSON> immediately.,78,9,3,7.777777777777778,False,0.0,True,False,False,0,False,False,0,1,True,1,True,1,True,1,0,1,0,0.0,False,False,False,False,False,False,False,0
ham,"Your BDT 10,000 wallet transfer was successful. Thank you for using our service.",80,13,2,5.230769230769231,False,0.0,True,False,False,0,False,False,0,0,False,0,False,1,True,0,0,1,5,0.0625,False,False,False,False,False,False,False,0
scam,"Suspicious withdrawal of BDT 25,000 detected. Please verify with <PERSON> now.",78,11,2,6.181818181818182,False,0.0,True,False,False,0,False,False,0,1,True,1,True,1,True,0,0,2,5,0.0641025641025641,False,False,False,False,False,False,False,0
scam,"Your internet banking password expired, reset it <DATE_TIME> to avoid service disruption.",89,12,1,6.5,False,0.0,True,False,False,0,False,False,0,0,False,1,True,0,False,0,0,1,0,0.0,False,False,False,False,False,False,False,0
ham,BDT 100 recharge completed successfully.,40,5,1,7.2,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,0,0,1,3,0.075,False,False,False,False,False,False,False,0
scam,"Congratulations! You won BDT 5,000 cashback. Submit OTP to receive.",67,10,3,5.8,False,0.0,True,False,False,0,False,False,0,0,False,3,True,0,False,1,0,2,4,0.05970149253731343,False,False,False,False,True,False,False,0
scam,Verify your identity by entering the <PERSON> sent to your mobile to continue transactions.,91,14,1,5.571428571428571,False,0.0,True,False,False,0,False,False,0,0,False,1,True,1,True,0,0,1,0,0.0,False,False,False,False,False,False,False,0
scam,Your debit card ending 1234 has been temporarily blocked for suspicious activity.,81,12,1,5.833333333333333,False,0.0,True,False,False,0,False,False,0,0,False,1,True,0,False,0,0,0,4,0.04938271604938271,False,False,False,False,False,False,False,0
scam,"BDT 35,000 loan approved. Confirm by sending <PERSON> within <DATE_TIME>.",73,10,2,6.4,False,0.0,True,False,False,0,False,False,0,0,False,0,False,2,True,0,0,3,5,0.0684931506849315,False,False,False,False,False,False,False,0
ham,"Your account balance is BDT 8,200.",34,6,1,4.833333333333333,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,0,0,1,4,0.11764705882352941,False,False,False,False,False,False,False,0
scam,"Immediate action needed! Unrecognized device logged in, confirm with <PERSON> now.",82,11,2,6.545454545454546,False,0.0,True,False,False,0,False,False,0,1,True,0,False,1,True,1,0,1,0,0.0,False,False,False,False,False,False,False,0
ham,"Reminder: Your scheduled BDT 12,000 bill payment will process <DATE_TIME>.",74,10,1,6.5,False,0.0,True,False,False,0,False,False,0,0,False,0,False,1,True,0,0,2,5,0.06756756756756757,False,False,False,False,False,False,False,0
ham,"Your BDT 2,000 refund has been processed successfully.",54,8,1,5.875,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,0,0,1,4,0.07407407407407407,False,False,False,False,False,False,False,0
scam,"OTP validation required to complete your BDT 20,000 transfer.",61,9,1,5.888888888888889,False,0.0,True,False,False,0,False,False,0,0,False,1,True,1,True,0,0,2,5,0.08196721311475409,False,False,False,False,True,False,False,0
scam,Update your mobile number in banking records <DATE_TIME> for uninterrupted service.,83,11,1,6.636363636363637,False,0.0,True,False,False,0,False,False,0,0,False,0,False,1,True,0,0,1,0,0.0,False,False,False,False,False,False,False,0
ham,"Your recent transaction of BDT 7,500 has been verified",54,9,1,5.111111111111111,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,0,0,1,4,0.07407407407407407,False,False,False,False,False,False,False,0
scam,Secure your account now! <PERSON> sent to your registered contact.,66,10,2,5.7,False,0.0,True,False,False,0,False,False,0,1,True,0,False,1,True,1,0,1,0,0.0,False,False,False,False,False,False,False,0
ham,"BDT 15,000 payment received from your account.",46,7,1,5.714285714285714,False,0.0,True,False,False,0,False,False,0,0,False,0,False,1,True,0,0,1,5,0.10869565217391304,False,False,False,False,False,False,False,0
scam,Warning: Suspicious activity in your account. Verify using your <PERSON> immediately.,85,11,2,6.818181818181818,False,0.0,True,False,False,0,False,False,0,1,True,1,True,1,True,0,0,1,0,0.0,False,False,False,False,False,False,False,0
scam,"Your loan payment of BDT 10,000 is overdue. Please pay immediately to avoid penalties.",86,14,2,5.214285714285714,False,0.0,True,False,False,0,False,False,0,1,True,0,False,1,True,0,0,1,5,0.05813953488372093,False,False,False,False,False,False,False,0
scam,Congratulations! You won a free investment plan. Call now to claim your prize.,78,13,3,5.076923076923077,False,0.0,True,False,False,0,False,False,0,1,True,4,True,1,True,1,0,0,0,0.0,False,False,False,False,False,False,False,0
scam,New job opportunity with high salary. Send your CV to apply immediately.,72,12,2,5.083333333333333,False,0.0,True,False,False,0,False,False,0,1,True,0,False,1,True,0,0,1,0,0.0,False,False,False,False,False,False,False,0
scam,"You have been selected for a government grant of BDT 50,000. Contact us now.",76,14,2,4.5,False,0.0,True,False,False,0,False,False,0,1,True,0,False,0,False,0,0,1,5,0.06578947368421052,False,False,False,False,False,False,False,0
scam,Exclusive offer: Double your money in <DATE_TIME> with our secret scheme.,73,11,1,5.7272727272727275,False,0.0,True,False,False,0,False,False,0,0,False,1,True,0,False,0,0,1,0,0.0,False,False,False,False,False,False,False,0
scam,"Your lottery ticket won BDT 1,00,000. Send your details for prize delivery.",75,12,2,5.333333333333333,False,0.0,True,False,False,0,False,False,0,0,False,3,True,1,True,0,0,1,6,0.08,False,False,False,False,False,False,False,0
scam,Join our online trading platform for guaranteed profits.,56,8,1,6.125,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
ham,Beware of strangers asking for your financial details over chat or SMS.,71,12,1,5.0,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,0,0,1,0,0.0,False,False,False,False,False,False,False,0
ham,Your KYC verification is complete. Thank you for your cooperation.,66,10,2,5.7,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,0,0,1,0,0.0,False,False,False,False,False,False,False,0
scam,"Earn BDT 2,000 <DATE_TIME> working from home. Register now!",59,9,2,5.666666666666667,False,0.0,True,False,False,0,False,False,0,1,True,0,False,1,True,1,0,2,4,0.06779661016949153,False,False,False,False,False,False,False,0
scam,"Immediate payment required for customs clearance. Pay BDT 5,000 now.",68,10,2,5.9,False,0.0,True,False,False,0,False,False,0,1,True,0,False,1,True,0,0,1,4,0.058823529411764705,False,False,False,False,False,False,False,0
scam,Congratulations! You are shortlisted for a luxury car giveaway.,63,9,2,6.111111111111111,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,1,0,0,0,0.0,False,False,False,False,False,False,False,0
scam,Investment opportunity with zero risk and high returns. Contact us.,67,10,2,5.8,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
ham,<DATE_TIME> subscription paid successfully.,43,4,1,10.0,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,0,0,1,0,0.0,False,False,False,False,False,False,False,0
ham,Avoid fake schemes promising overnight wealth. Stay cautious.,61,8,2,6.75,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
scam,Free smartphone giveaway for lucky winners. Reply to participate.,65,9,2,6.333333333333333,False,0.0,True,False,False,0,False,False,0,0,False,2,True,1,True,0,0,0,0,0.0,False,False,False,False,False,False,False,0
scam,"Urgent: Pay BDT 10,000 to avoid legal action related to tax dues.",65,12,1,4.5,False,0.0,True,False,False,0,False,False,0,1,True,0,False,1,True,0,0,1,5,0.07692307692307693,False,False,False,False,False,False,False,0
ham,Your online order has been shipped successfully.,48,7,1,6.0,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
ham,Your health insurance claim has been approved. Contact for details.,67,10,2,5.8,False,0.0,True,False,False,0,False,False,0,0,False,1,True,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
scam,Secure your future with our pension plan. Enroll <DATE_TIME>!,61,9,2,5.888888888888889,False,0.0,True,False,False,0,False,False,0,0,False,0,False,0,False,1,0,1,0,0.0,False,False,False,False,False,False,False,0
ham,"Reminder: Electricity bill payment of BDT 3,500 is due <DATE_TIME>.",67,10,1,5.8,False,0.0,True,False,False,0,False,False,0,0,False,0,False,1,True,0,0,2,4,0.05970149253731343,False,False,False,False,False,False,False,0
scam,বিশাল বিনিয়োগের সুযোগ! দ্রুত আজই ফোন করুন।,43,7,2,5.285714285714286,True,1.5909090909090908,False,False,False,0,False,False,0,2,True,0,False,0,False,1,0,0,0,0.0,False,False,False,False,False,False,False,0
scam,বিনামূল্যে ক্যাশব্যাক জন্য আজই বেছে নিন।,40,6,1,5.833333333333333,True,1.619047619047619,False,False,False,0,False,False,0,1,True,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
ham,আধার কার্ড হারিয়ে গেলে কি করবেন? আজই যোগাযোগ করুন।,51,9,2,4.777777777777778,True,1.5769230769230769,False,False,False,0,False,False,0,1,True,0,False,0,False,0,1,0,0,0.0,False,False,False,False,False,False,False,0
scam,জাল ব্যবসায়িক সুযোগ! দ্রুত বিনিয়োগ করুন এবং বড় লাভ করুন।,59,10,2,5.0,True,1.6,False,False,False,0,False,False,0,1,True,0,False,0,False,1,0,0,0,0.0,False,False,False,False,False,False,False,0
scam,আপনার লাইভ লটারি জেতা হয়েছে! এখনই প্রমাণ পাঠান।,48,8,2,5.125,True,1.5,False,False,False,0,False,False,0,0,False,0,False,1,True,1,0,0,0,0.0,False,False,False,False,False,False,False,0
scam,মোবাইল ট্রেডিং প্ল্যাটফর্মে যোগ দিন। নিশ্চিত লাভের গ্যারান্টি।,62,8,2,6.875,True,1.7666666666666666,False,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
ham,অবৈধ আর্থিক লেনদেন এড়ানোর জন্য সতর্ক থাকুন।,44,7,1,5.428571428571429,True,1.48,False,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
ham,আপনার বৈধতা নিশ্চিত করতে আমাদের নিকট যোগাযোগ করুন।,50,8,1,5.375,True,1.5,False,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
scam,"বাসা ভাড়া, <DATE_TIME> এবং ব্যবসার জন্য দ্রুত ঋণ পেতে যোগাযোগ করুন।",68,11,1,5.2727272727272725,True,1.25,True,True,False,0,False,False,0,1,True,0,False,0,False,0,0,1,0,0.0,False,False,False,False,False,False,False,0
scam,দ্রুত বিনিয়োগ করুন এবং মাসে কোটি টাকা উপার্জন করুন।,52,9,1,4.888888888888889,True,1.6538461538461537,False,False,False,0,False,False,0,1,True,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
scam,নির্ভরযোগ্য ব্যাংক অ্যাকাউন্ট থেকে টাকা সরাসরি পাঠান।,53,7,1,6.714285714285714,True,1.7037037037037037,False,False,False,0,False,False,0,0,False,0,False,1,True,0,0,0,0,0.0,False,False,False,False,False,False,False,0
scam,আপনার একটি চূড়ান্ত সুযোগ! আজই অংশ নিন এবং বড় লাভ করুন।,56,11,2,4.181818181818182,True,1.4666666666666666,False,False,False,0,False,False,0,1,True,0,False,0,False,1,0,0,0,0.0,False,False,False,False,False,False,False,0
ham,বিনামূল্যে ব্যাংক সাবসক্রিপশন পেতে আজই যোগাযোগ করুন।,52,7,1,6.571428571428571,True,1.6071428571428572,False,False,False,0,False,False,0,1,True,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
