text,label,source
মোবাইল বিল বাবদ ৫০০ টাকা সফলভাবে পরিশোধ হয়েছে।,L0_Ham,mendeley_financial
"Hello from BLOrange club. For <DATE_TIME> free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: <URL>",S6_PhishingLink,mendeley_financial
Call FREEPHONE +8800 <DATE_TIME> now!,S2_FakePromo,mendeley_financial
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile <DATE_TIME> Ur Nature 2nd Ur SMS and <DATE_TIME> Lovely Friendship\""... good morning dear""",L0_Ham,mendeley_financial
"Loan for any purpose 500 tk- 75,000tk. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free +880 <DATE_TIME> or text back 'help'",S2_FakePromo,mendeley_financial
How. Its a little difficult but its a simple way to enter this place,L0_Ham,mendeley_financial
Your package delivery is delayed. Track now at this fake link.,S6_PhishingLink,mendeley_financial
Your job application was successful! Reply to claim your position,S4_LoanJob,mendeley_financial
Verify your phone number now to avoid service interruption.,S1_AccountCompromise,mendeley_financial
Free $1000 gift card! Click here to redeem before it expires.,S6_PhishingLink,mendeley_financial
Your recent online purchase has been shipped successfully.,L0_Ham,mendeley_financial
Your electricity bill of BDT 3000 is overdue. Pay now to avoid cut-off.,L0_Ham,mendeley_financial
Payment of BDT 5000 received. Thank you for your timely payment.,L0_Ham,mendeley_financial
Your subscription payment failed. Update billing info to continue.,L0_Ham,mendeley_financial
Your ticket to the concert is confirmed. Thank you for your purchase.,L0_Ham,mendeley_financial
"Important: Claim your tax refund of BDT 8,000 <DATE_TIME> via this link",S6_PhishingLink,mendeley_financial
Your online account will be suspended soon. Verify credentials now.,S1_AccountCompromise,mendeley_financial
Your medical insurance claim has been processed successfully.,L0_Ham,mendeley_financial
You have unclaimed cashback waiting. Submit your details to claim it immediately.,S2_FakePromo,mendeley_financial
Congratulations! Claim your exclusive shopping voucher by replying with YES.,S1_AccountCompromise,mendeley_financial
"You are eligible to claim a BDT 3,000 bonus from your telecom operator.",S2_FakePromo,mendeley_financial
Claim your prize by verifying your phone number within <DATE_TIME>.,S1_AccountCompromise,mendeley_financial
Claim your loan disbursed amount now by confirming your bank details.,S4_LoanJob,mendeley_financial
Claim your free ticket for the concert happening near you <DATE_TIME>.,S2_FakePromo,mendeley_financial
"You have been selected to claim a new government subsidy, respond with your ID",S5_Impersonation,mendeley_financial
Claim your refund for the recent transaction now before the offer expires.,S2_FakePromo,mendeley_financial
Claim your mystery gift by sending a reply with your full name and address.,S3_LotteryPrize,mendeley_financial
Claim your free mobile upgrade by confirming your account info via SMS.,S2_FakePromo,mendeley_financial
You have a new message from the lottery office. Claim your winnings ASAP.,S3_LotteryPrize,mendeley_financial
Claim your prize money by paying a small processing fee at the link below,S6_PhishingLink,mendeley_financial
"Claim your BDT 15,000 bonus credits from our new app by signing up now.",S2_FakePromo,mendeley_financial
Claim your tax refund by uploading your financial documents immediately.,L0_Ham,mendeley_financial
Your BDT 2000 payment has been received. Thank you for using our service.,L0_Ham,mendeley_financial
Congratulations! You have been selected for a free smartwatch. Reply YES.,S2_FakePromo,mendeley_financial
Your electricity bill of BDT 1500 is due <DATE_TIME>. Please pay on time.,L0_Ham,mendeley_financial
Your mobile recharge of BDT 500 was successful.,L0_Ham,mendeley_financial
"Last chance to claim your cashback offer worth BDT 10,000!",S2_FakePromo,mendeley_financial
You won an exclusive holiday package. Contact us immediately to claim.,L0_Ham,mendeley_financial
Your online subscription has been renewed successfully,L0_Ham,mendeley_financial
Warning! Your account has been suspended due to suspicious activity.,S1_AccountCompromise,mendeley_financial
Enjoy 20% discount on your next purchase. Use code SAVE20.,L0_Ham,mendeley_financial
Your loan application was approved. Submit documents to receive payment.,S4_LoanJob,mendeley_financial
Your food delivery has arrived. Please collect it.,L0_Ham,mendeley_financial
Claim your prize money worth BDT 5000 by sending your bank details now.,S3_LotteryPrize,mendeley_financial
"You are selected for government subsidy. Verify details to claim BDT 15,000.",S5_Impersonation,mendeley_financial
Congratulations! You won a free trip. Reply YES to claim your prize.,S2_FakePromo,mendeley_financial
Your mobile data has been recharged with 2GB. Enjoy surfing.,L0_Ham,mendeley_financial
Your food order from FoodieApp is delivered. Enjoy your meal!,L0_Ham,mendeley_financial
Limited-time offer! Double your investment in <DATE_TIME>. Call now.,S2_FakePromo,mendeley_financial
You have successfully booked a taxi for <DATE_TIME>.,L0_Ham,mendeley_financial
"Final notice! Claim your BDT 10,000 insurance payout <DATE_TIME>.",L0_Ham,mendeley_financial
Your <DATE_TIME> gym subscription has been renewed. Thank you.,L0_Ham,mendeley_financial
You have unpaid fines totaling BDT 1200. Pay now to avoid penalties.,L0_Ham,mendeley_financial
Event reminder: Music concert <DATE_TIME> at <DATE_TIME> at City Arena.,L0_Ham,mendeley_financial
Your debit card has been temporarily blocked for security reasons.,S1_AccountCompromise,mendeley_financial
Your parcel #<US_DRIVER_LICENSE> is ready for pickup at the post office.,L0_Ham,mendeley_financial
Urgent: Your loan approval is pending. Submit documents to proceed.,S4_LoanJob,mendeley_financial
"Get rich quick! Invest BDT 20,000 in crypto mining and earn huge profits.",S4_LoanJob,mendeley_financial
Your electricity meter reading is due. Please pay your bill of BDT 2500.,L0_Ham,mendeley_financial
Last chance: Claim your cashback by verifying your account details now.,S1_AccountCompromise,mendeley_financial
Congratulations! You are selected for a free smartphone giveaway. Reply YES.,S2_FakePromo,mendeley_financial
Double your money with our new investment plan. Call us <DATE_TIME>,S4_LoanJob,mendeley_financial
Urgent! Verify your bank details to prevent account suspension.,S1_AccountCompromise,mendeley_financial
"Claim your prize worth BDT 10,000 by replying",S3_LotteryPrize,mendeley_financial
Your recent payment of BDT 1500 was successful,L0_Ham,mendeley_financial
Your parcel #<US_DRIVER_LICENSE> is out for delivery.,L0_Ham,mendeley_financial
Your electricity bill of BDT 800 is due <DATE_TIME>.,L0_Ham,mendeley_financial
"Immediate notice: Unauthorized transaction detected, act now!",L0_Ham,mendeley_financial
You have won a free luxury watch. Reply to claim now.,S2_FakePromo,mendeley_financial
Your mobile recharge of BDT 300 was successful.,L0_Ham,mendeley_financial
Thank you for your recent bank deposit of BDT 5000.,L0_Ham,mendeley_financial
"Claim your government grant of BDT 12,000 now.",S5_Impersonation,mendeley_financial
You have a new message from the lottery office. Claim winnings.,L0_Ham,mendeley_financial
Your credit card has been temporarily blocked. Confirm details.,S1_AccountCompromise,mendeley_financial
Congratulations! You are selected for exclusive cashback offer.,S2_FakePromo,mendeley_financial
Your order #5678 has been processed and shipped.,L0_Ham,mendeley_financial
Your electricity bill payment of BDT 3200 was successful.,L0_Ham,mendeley_financial
Reminder: Doctor appointment scheduled for <DATE_TIME> at <DATE_TIME>.,L0_Ham,mendeley_financial
"Claim your cash reward of BDT 10,000 now. Send your bank details to proceed.",S2_FakePromo,mendeley_financial
Your Uber ride has been confirmed for <DATE_TIME>.,L0_Ham,mendeley_financial
Congratulations! You have been pre-approved for a loan. Apply now to get instant approval.,S4_LoanJob,mendeley_financial
Your recent grocery order #78345 has been delivered. Enjoy your purchase!,L0_Ham,mendeley_financial
Your Netflix subscription has been renewed. Thank you for staying with us.,L0_Ham,mendeley_financial
Alert: Unrecognized login attempt detected on your email. Secure your account now.,S1_AccountCompromise,mendeley_financial
Please verify your social security number to claim your government grant.,S5_Impersonation,mendeley_financial
Your cab driver is on the way and will arrive in <DATE_TIME>.,L0_Ham,mendeley_financial
Let's meet at the cafe <DATE_TIME>?,L0_Ham,mendeley_financial
আপনার বিকাশে 350 টাকা জিতেছেন! তথ্য নিশ্চিত করতে এখনই লিঙ্কে যান।,S3_LotteryPrize,mendeley_financial
Congratulations! You won a free iPhone. Claim now at <URL>,S6_PhishingLink,mendeley_financial
Don't forget to bring the documents for <DATE_TIME>'s meeting,L0_Ham,mendeley_financial
আপনার নাম্বারটি নির্বাচিত হয়েছে লটারি জেতার জন্য। লিঙ্কে যাচাই করুন।,S3_LotteryPrize,mendeley_financial
Can you send me your notes for <DATE_TIME>'s class?,L0_Ham,mendeley_financial
"Congratulations! You have won a BDT 20,000 shopping voucher. Reply to claim your prize.",S1_AccountCompromise,mendeley_financial
Your parcel #<US_DRIVER_LICENSE> will be delivered <DATE_TIME>. Track live through our app,L0_Ham,mendeley_financial
Reminder: Your flight booking to <LOCATION> is scheduled for <DATE_TIME> at <DATE_TIME>.,L0_Ham,mendeley_financial
Important: Your bank account is locked due to suspicious activity. Verify your identity now.,S1_AccountCompromise,mendeley_financial
"Claim instant loan approval up to BDT 50,000. Send your documents to proceed.",S4_LoanJob,mendeley_financial
Your hotel booking confirmation #12345 for <DATE_TIME> in <LOCATION>.,L0_Ham,mendeley_financial
Payment of BDT 3800 received. Thank you for your payment to ABC Store,L0_Ham,mendeley_financial
Final notice: Update your billing info or your mobile service will be suspended.,L0_Ham,mendeley_financial
Your subscription to Sports Daily renewed successfully. Enjoy your exclusive content!,L0_Ham,mendeley_financial
Alert: Suspicious login attempt on your email account. Secure it immediately.,S1_AccountCompromise,mendeley_financial
You’ve earned BDT 1500 cashback on your last grocery purchase.,L0_Ham,mendeley_financial
"Your taxi will arrive in <DATE_TIME>. Driver: Saiful, Car: Blue Toyota.",L0_Ham,mendeley_financial
"অভিনন্দন! আপনি ২০,০০০ টাকার ভাউচার জিতেছেন। আপনার <PERSON> পেতে “YES” রিপ্লাই করুন।",S3_LotteryPrize,mendeley_financial
"Your bank transfer of BDT 10,000 has been successfully processed",L0_Ham,mendeley_financial
You’ve won a free entry to the VIP concert! Reply YES to claim your tickets.,S2_FakePromo,mendeley_financial
Warning: Multiple failed login attempts on your social media account. Check activity now.,S1_AccountCompromise,mendeley_financial
"Your insurance claim was approved. BDT 15,000 will be credited to your account shortly.",L0_Ham,mendeley_financial
Your flight to <LOCATION> is on schedule for <DATE_TIME>. Have a safe trip!,L0_Ham,mendeley_financial
Confirm your bank details now to avoid loan application cancellation.,S4_LoanJob,mendeley_financial
Your electricity bill for <DATE_TIME> is BDT 2900. Please pay by the due date.,L0_Ham,mendeley_financial
Congratulations! You have been selected to get an exclusive reward! Your name came up for a YETI War Survival Kit. This special gift is from Tractor Supply. Hurry up! Your Reward is Ready,S2_FakePromo,mendeley_financial
Your cloud storage is full. Please take action to free up space. Cloud Storage – Storage Limit Reached Your storage reached 100%,S2_FakePromo,mendeley_financial
ANSWER FOR FREE!You have been chosen to participate in our Loyalty Program for FREE! It will take you <DATE_TIME> to receive this fantastic prize.,S2_FakePromo,mendeley_financial
Get a free Amazon voucher by completing this survey now.,S2_FakePromo,mendeley_financial
Congratulations! Your subscription is upgraded. Click to confirm,S6_PhishingLink,mendeley_financial
Bank Alert: Your account will be locked due to pending verification.,L0_Ham,mendeley_financial
"<PERSON>, I sent you 1500 taka via bKash. Check and confirm",L0_Ham,mendeley_financial
Congratulations! You have been selected for a $5000 government loan with 0% interest. Apply now!,S5_Impersonation,mendeley_financial
Can you return the 1000 BDT I lent you <DATE_TIME>? Need it urgently,L0_Ham,mendeley_financial
Get 200% return by investing just $100 in our crypto program. Limited seats!,S4_LoanJob,mendeley_financial
Claim your free cashback of $250 <DATE_TIME> by entering your card details,S2_FakePromo,mendeley_financial
Last chance! Clear your loan dues now to avoid legal action,S4_LoanJob,mendeley_financial
"Please approve the 12,500 BDT payment request I sent on Payoneer.",L0_Ham,mendeley_financial
Your credit card has been temporarily blocked. Reactivate by verifying your PIN.,S1_AccountCompromise,mendeley_financial
"Your bank flagged a transaction of $1,250. Verify at <URL> within <DATE_TIME> to avoid suspension",S6_PhishingLink,mendeley_financial
"Sent 2,500 BDT via bKash just now. Please confirm when you get it",L0_Ham,mendeley_financial
"Congratulations, you have been pre-approved for an instant $5,000 loan. Apply here to receive funds within <DATE_TIME>",S4_LoanJob,mendeley_financial
"Invoice INV-3321 for 18,750 BDT has been paid and receipt uploaded to your email",L0_Ham,mendeley_financial
Alert: Unusual login detected on your PayPal. Confirm identity to prevent account hold,S1_AccountCompromise,mendeley_financial
Limited offer: Get 15% cashback on utility bill payments. Submit card details to claim reward,S2_FakePromo,mendeley_financial
"Company salary transfer of 45,000 BDT processed <DATE_TIME>. Payslip sent to your inbox",L0_Ham,mendeley_financial
Immediate action required: Confirm your bank <PERSON> to stop a pending fraudulent transfer,L0_Ham,mendeley_financial
"I have paid the supplier 30,000 BDT via bank transfer; please confirm delivery schedule",L0_Ham,mendeley_financial
"You are shortlisted for a high-return investment program. Invest $200 to get $2,000 <DATE_TIME> returns. Limited seats",S4_LoanJob,mendeley_financial
"Shared the invoice for <DATE_TIME>. Please approve payment of 22,500 BDT by <DATE_TIME>",L0_Ham,mendeley_financial
Final notice: Overdue loan amount of $850 must be cleared or legal action will follow. Click to resolve,S6_PhishingLink,mendeley_financial
"Payment confirmation: Received 4,200 BDT for the event booking. Thanks for the prompt payment",L0_Ham,mendeley_financial
Urgent verification requested: Reactivate your debit card by confirming 4-digit PIN at <URL>rify,S6_PhishingLink,mendeley_financial
"Exclusive: Instant credit limit increase to $3,000 available. Click link to accept the offer now",S6_PhishingLink,mendeley_financial
"Reminder: Utility bill of 1,250 BDT due <DATE_TIME>. Please pay to avoid late fee",L0_Ham,mendeley_financial
Claim your cashback reward of $300 now. Complete the form to receive instant transfer,S2_FakePromo,mendeley_financial
Your credit score has been upgraded. Unlock premium loan access with zero documentation,S4_LoanJob,mendeley_financial
"Lottery draw result: Your mobile number has won 75,000 BDT. Submit bank info to collect winning",S3_LotteryPrize,mendeley_financial
I refunded the extra 850 BDT you sent earlier. Please recheck your balance,L0_Ham,mendeley_financial
"Final payment of 12,600 BDT processed successfully. Kindly send delivery schedule",L0_Ham,mendeley_financial
"Rent of 9,000 BDT paid via Nagad. Let me know if it shows pending",L0_Ham,mendeley_financial
"Crypto investment deal: Deposit $100 and earn $1,000 <DATE_TIME> return guaranteed",S4_LoanJob,mendeley_financial
"Can you send 2,300 BDT by <DATE_TIME>? Need to settle an urgent bill",L0_Ham,mendeley_financial
"Security alert: Suspicious transaction of 4,500 BDT detected on your card. Approve or decline immediately",L0_Ham,mendeley_financial
Your subscription payment failed. Update card details to avoid service halt,L0_Ham,mendeley_financial
Settled the vendor payment through bank draft just now. Awaiting your acknowledgment,L0_Ham,mendeley_financial
Limited stock: Get gold savings account with 5x bonus interest. Activate through special code,S2_FakePromo,mendeley_financial
"Received 1,100 BDT on Rocket just now. Sending receipt shortly",L0_Ham,mendeley_financial
Immediate action required to prevent permanent block on your debit card. Confirm identity at <URL>,S6_PhishingLink,mendeley_financial
"Just sent 3,200 BDT to your account for the utility bills. Please check and confirm",L0_Ham,mendeley_financial
"Exclusive loan offer of $10,000 with no credit check. Apply before <DATE_TIME>",S2_FakePromo,mendeley_financial
Final reminder: Your pending tax fee of $260 must be cleared to avoid penalty,L0_Ham,mendeley_financial
Suspicious payment attempt detected on your MasterCard. Validate transaction immediately,L0_Ham,mendeley_financial
"Sent the advance booking amount of 5,500 BDT. Please reserve the slot",L0_Ham,mendeley_financial
Your reward of $950 is waiting for withdrawal. Submit bank details to receive instantly,S2_FakePromo,mendeley_financial
"I transferred 4,800 BDT for the exam fees. Please verify if it reached your account",L0_Ham,mendeley_financial
Urgent notification: Loan recovery team assigned to your case. Clear dues to avoid legal visit,S4_LoanJob,mendeley_financial
"The vendor confirmed receipt of 22,000 BDT. Delivery will be dispatched <DATE_TIME>",L0_Ham,mendeley_financial
"Increase your credit limit to $5,000 instantly without documentation. Click to activate",S6_PhishingLink,mendeley_financial
"Mom sent 1,200 BDT through Rocket. Check if it reflects in your balance",L0_Ham,mendeley_financial
Your insurance refund of $350 is ready. Complete verification before it expires,L0_Ham,mendeley_financial
Security alert: Multiple failed login attempts on your wallet. Restore access now,S1_AccountCompromise,mendeley_financial
"Congratulations! You are selected for a $2,000 investment bonus. Submit details to claim",S2_FakePromo,mendeley_financial
"Paid the electricity bill of 1,250 BDT <DATE_TIME>. Please check if it cleared",L0_Ham,mendeley_financial
Your PayPal account is under review due to suspicious activity. Confirm identity immediately,L0_Ham,mendeley_financial
"Sent advance payment of 15,000 BDT for the event hall booking. Await confirmation",L0_Ham,mendeley_financial
Alert: Unauthorized loan application detected in your name. Verify or report now,S1_AccountCompromise,mendeley_financial
"I transferred 2,800 BDT for the <DATE_TIME> internet bill. Check and confirm receipt",L0_Ham,mendeley_financial
"Client has deposited 50,000 BDT <DATE_TIME>. Update your records accordingly",L0_Ham,mendeley_financial
Security alert: Your debit card shows suspicious activity. Confirm transaction immediately,L0_Ham,mendeley_financial
"I sent 1,800 BDT to settle the grocery expenses. Let me know if it’s received",L0_Ham,mendeley_financial
"Salary of 45,000 BDT has been credited. Check your payroll slip",L0_Ham,mendeley_financial
আপনার একাউন্টে সন্দেহজনক লেনদেন হয়েছে। দ্রুত যাচাই করুন।,L0_Ham,mendeley_financial
আপনার মোবাইল রিচার্জ সফল হয়েছে। ধন্যবাদ।,L0_Ham,mendeley_financial
"জরুরি! আপনার অ্যাকাউন্ট ব্লক হতে চলেছে, লগইন করুন",S1_AccountCompromise,mendeley_financial
আপনার লটারি জিতেছেন! এখনই তথ্য পাঠান।,S3_LotteryPrize,mendeley_financial
আপনার ব্যাংক অ্যাকাউন্টে সন্দেহজনক লেনদেন হয়েছে। বিশদ তথ্যের জন্য কল করুন।,L0_Ham,mendeley_financial
আপনার অ্যাকাউন্টের ব্যালেন্স ৭০০০ টাকা।,L0_Ham,mendeley_financial
"অজানা নম্বর থেকে কল এড়ান, এটি প্রতারণামূলক।",L0_Ham,mendeley_financial
আপনার অ্যাকাউন্ট থেকে অবৈধ লেনদেন হয়েছে। অচিরেই অভিযোগ জানান।,L0_Ham,mendeley_financial
আপনার মোবাইল নম্বর রিচার্জ সফল হয়েছে। ধন্যবাদ।,L0_Ham,mendeley_financial
